Name,Availability,Ref,Discount,Image URL,Brand,Old Price,Price,product_url,Système d'exploitation,Mémoire,Garantie,Taille de l'écran,Type de Processeur,Disque Dur,Carte Graphique,Couleur,Store
PC Portable ASUS Vivobook 16 R1605PA i7 11è Gén 12Go 512Go SSD - Silver,En stock,R1605PA-MB169W-12G,nan,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-asus-vivobook-16-r1605pa-i7-11e-gen-12go-512go-ssd-silver-89.jpg,ASUS,nan,1975000,https://www.mytek.tn/pc-portable-asus-vivobook-16-r1605pa-i7-11e-gen-12go-512go-ssd-silver.html,Windows 11 Famille,12 Go,2 ans,16 Pouces,Intel Core i7,512Go SSD,Graphique Intégrée,Silver,MyTek
PC Portable ASUS X515EP i7 11è Gén 12Go 512Go SSD - Bleu,En arrivage,X515EP-EJ741W-12G,nan,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-asus-x515ep-i7-11e-gen-12go-512go-ssd-bleu.jpg,ASUS,nan,1979000,https://www.mytek.tn/pc-portable-asus-x515ep-i7-11e-gen-12go-512go-ssd-bleu.html,Windows 11 Famille,12 Go,1 an,15.6 Pouces,Intel Core i7,512Go SSD,Nvidia GeForce,Bleu,MyTek
PC Portable HP Pavilion x360 2-in-1 14-ek0002nk i3 12è Gén 8Go 256Go SSD - Bleu,En stock,6E1D6EA,144.0,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-hp-pavilion-x360-2-in-114-ek0002nk-i3-12e-gen-8go-256go-ssd-bleu-20.jpg,HP,2139000.0,1995000,https://www.mytek.tn/pc-portable-hp-pavilion-x360-2-in-114-ek0002nk-i3-12e-gen-8go-256go-ssd-bleu.html,Windows 11 Famille,8 Go,1 an,14 Pouces,Intel Core i3,256 Go SSD,Graphique Intégrée,Bleu,MyTek
PC Portable ASUS Vivobook Pro 15 OLED M3500QC AMD RYZEN 5 8Go RTX 3050,En stock,M3500QC-L1400W,100.0,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-asus-vivobook-pro-15-oled-m3500qc-amd-ryzen-5-8go-512go-ssd-2.jpg,ASUS,2099000.0,1999000,https://www.mytek.tn/pc-portable-asus-vivobook-pro-15-oled-m3500qc-amd-ryzen-5-8go-512go-ssd.html,Windows 11 Famille,8 Go,1 an,15.6 Pouces,AMD Ryzen 5,512Go SSD,Nvidia GeForce,Bleu,MyTek
PC Portable HP 14-ep0002nk i5 13è Gén 8G 512Go SSD - Silver,Epuisé,845A4EA,nan,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-hp-14-ep0002nk-i5-13e-gen-8g-512go-ssd-silver-20.jpg,HP,nan,1999000,https://www.mytek.tn/pc-portable-hp-14-ep0002nk-i5-13e-gen-8g-512go-ssd-silver.html,Windows 11 Famille,8 Go,1 an,14 Pouces,Intel Core i5,512Go SSD,Graphique Intégrée,Silver,MyTek
PC Portable LENOVO IdeaPad 3 15ITL6 i7 11è Gén 8Go 512Go SSD - Gris,En arrivage,82H803T1FG,nan,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-ideapad-3-15itl6-i7-11e-gen-8g-512g-ssd-gris-k.jpg,LENOVO,nan,1999000,https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15itl6-i7-11e-gen-8g-512g-ssd-gris.html,Windows 11 Famille,8 Go,1 an,15.6 Pouces,Intel Core i7,512Go SSD,Nvidia GeForce,Gris,MyTek
PC Portable LENOVO IdeaPad 3 15ITL6 i7 11è Gén 16Go 512Go SSD - Gris,En arrivage,82H8039SFG-16G,180.0,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-ideapad-3-15itl6-i7-11e-gen-16go-512go-ssd-gris-20.jpg,LENOVO,2195000.0,2015000,https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15itl6-i7-11e-gen-16go-512go-ssd-gris.html,FreeDos,16 Go,1 an,15.6 Pouces,Intel Core i7,512Go SSD,Nvidia GeForce,Gris,MyTek
PC Portable LENOVO IdeaPad 3 15ITL6 i7 11è Gén 16Go 512Go SSD - Bleu,En stock,82H8039RFG-16G,180.0,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-ideapad-3-15itl6-i7-11e-gen-16go-512go-ssd-bleu-20.jpg,LENOVO,2195000.0,2015000,https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15itl6-i7-11e-gen-16go-512go-ssd-bleu.html,FreeDos,16 Go,1 an,15.6 Pouces,Intel Core i7,512Go SSD,Nvidia GeForce,Bleu,MyTek
PC Portable ASUS Vivobook 15 X1502ZA i7 12è Gén 8Go 512Go SSD - Silver,En stock,X1502ZA-EJ767W,nan,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-asus-vivobook-15-x1502za-i7-12e-gen-8go-512go-ssd-silver-k.jpg,ASUS,nan,2019000,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1502za-i7-12e-gen-8go-512go-ssd-silver.html,Windows 11 Famille,8 Go,2 ans,15.6 Pouces,Intel Core i7,512Go SSD,Graphique Intégrée,Silver,MyTek
PC Portable ASUS Vivobook 15 X1502ZA i7 12è Gén 8Go 512Go SSD - Bleu,En stock,X1502ZA-EJ007W,nan,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-asus-vivobook-15-x1502za-i7-12e-gen-8go-512go-ssd-bleu-k.jpg,ASUS,nan,2019000,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1502za-i7-12e-gen-8go-512go-ssd-bleu.html,Windows 11 Famille,8 Go,2 ans,15.6 Pouces,Intel Core i7,512Go SSD,Graphique Intégrée,Bleu,MyTek
PC Portable LENOVO IdeaPad 3 15ITL6 i7 11è Gén 12Go 512Go SSD - Gris,En stock,82H803T1FG-12G,nan,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-ideapad-3-15itl6-i7-11e-gen-12g-512go-ssd-gris-k.jpg,LENOVO,nan,2019000,https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15itl6-i7-11e-gen-12g-512go-ssd-gris.html,Windows 11 Famille,12 Go,1 an,15.6 Pouces,Intel Core i7,512Go SSD,Nvidia GeForce,Gris,MyTek
PC Portable ASUS Vivobook 16 R1605PA i7 11è Gén 16Go 512Go SSD - Silver,En stock,R1605PA-MB169W-16G,nan,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-asus-vivobook-16-r1605pa-i7-11e-gen-16go-512go-ssd-silver-k.jpg,ASUS,nan,2025000,https://www.mytek.tn/pc-portable-asus-vivobook-16-r1605pa-i7-11e-gen-16go-512go-ssd-silver.html,Windows 11 Famille,16 Go,2 ans,16 Pouces,Intel Core i7,512Go SSD,Graphique Intégrée,Silver,MyTek
PC Portable LENOVO ThinkBook 14 G2 ITL i5 11è Gén 8Go 1To - Gris,En stock,20VD00EAFE,226.0,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-thinkbook-14-g2-itl-i5-11e-gen-8go-1to-gris-20.jpg,LENOVO,2255000.0,2029000,https://www.mytek.tn/pc-portable-lenovo-thinkbook-14-g2-itl-i5-11e-gen-8go-1to-gris.html,FreeDos,8 Go,1 an,14 Pouces,Intel Core i5,1 To HDD,Nvidia GeForce,Gris,MyTek
PC Portable LENOVO IdeaPad 3 15IML05 i7 10è Gén 8Go 1To,En arrivage,81WB00WTFG,40.0,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-ideapad-3-15iml05-i7-10e-gen-8go-1to-k.jpg,LENOVO,2069000.0,2029000,https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15iml05-i7-10e-gen-8go-1to.html,FreeDos,8 Go,1 an,15.6 Pouces,Intel Core i7,1 To HDD,Nvidia GeForce,Bleu,MyTek
PC Portable ASUS Vivobook 15 X1502ZA i7 12è Gén 12Go 512Go SSD - Bleu,En stock,X1502ZA-EJ007W-12G,nan,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-asus-vivobook-15-x1502za-i7-12e-gen-12go-512go-ssd-bleu-20.jpg,ASUS,nan,2039000,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1502za-i7-12e-gen-12go-512go-ssd-bleu.html,Windows 11 Famille,12 Go,2 ans,15.6 Pouces,Intel Core i7,512Go SSD,Graphique Intégrée,Bleu,MyTek
PC Portable ASUS Vivobook 15 X1502ZA i7 12è Gén 12Go 512Go SSD - Silver,En stock,X1502ZA-EJ767W-12G,nan,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-asus-vivobook-15-x1502za-i7-12e-gen-12go-512go-ssd-silver-k.jpg,ASUS,nan,2049000,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1502za-i7-12e-gen-12go-512go-ssd-silver.html,Windows 11 Famille,12 Go,2 ans,15.6 Pouces,Intel Core i7,512Go SSD,Graphique Intégrée,Silver,MyTek
PC Portable LENOVO IdeaPad 3 15ITL6 i7 11è Gén 16Go 512G SSD - Gris,En stock,82H803T1FG-16G,nan,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-ideapad-3-15itl6-i7-11e-gen-16go-512g-ssd-gris-k.jpg,LENOVO,nan,2069000,https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15itl6-i7-11e-gen-16go-512g-ssd-gris.html,Windows 11 Famille,16 Go,1 an,15.6 Pouces,Intel Core i7,512Go SSD,Nvidia GeForce,Gris,MyTek
PC Portable LENOVO IdeaPad 3 15IML05 i7 10è Gén 12Go 1To,En arrivage,81WB00WTFG-12G,50.0,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-ideapad-3-15iml05-i7-10e-gen-12go-1to-k.jpg,LENOVO,2129000.0,2079000,https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15iml05-i7-10e-gen-12go-1to.html,FreeDos,12 Go,1 an,15.6 Pouces,Intel Core i7,1 To HDD,Nvidia GeForce,Bleu,MyTek
PC Portable ASUS Vivobook 16 R1605PA i7 11è Gén 24Go 512Go SSD - Silver,En stock,R1605PA-MB169W-24G,nan,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-asus-vivobook-16-r1605pa-i7-11e-gen-24go-512go-ssd-silver-k.jpg,ASUS,nan,2085000,https://www.mytek.tn/pc-portable-asus-vivobook-16-r1605pa-i7-11e-gen-24go-512go-ssd-silver.html,Windows 11 Famille,24 Go,2 ans,16 Pouces,Intel Core i7,512Go SSD,Graphique Intégrée,Silver,MyTek
PC Portable LENOVO IdeaPad 3 15IIL05 i7 10è Gén 8Go 512Go SSD - Bleu,En stock,81WE01DHFE,200.0,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-ideapad-3-15iil05-i7-10e-gen-8go-512go-ssd-bleu-k.jpg,LENOVO,2285000.0,2085000,https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15iil05-i7-10e-gen-8go-512go-ssd-bleu.html,FreeDos,8 Go,2 ans,15.6 Pouces,Intel Core i7,512Go SSD,Nvidia GeForce,Bleu,MyTek
PC Portable LENOVO ThinkBook 15 G2 ITL i5 11è Gén 12Go 1To - Gris,En stock,20VE00DWFE-12G,304.0,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-thinkbook-15-g2-itl-i5-11e-gen-12go-1to-gris-220.jpg,LENOVO,2389000.0,2085000,https://www.mytek.tn/pc-portable-lenovo-thinkbook-15-g2-itl-i5-11e-gen-12go-1to-gris.html,FreeDos,12 Go,1 an,15.6 Pouces,Intel Core i5,1 To HDD,Nvidia GeForce,Gris,MyTek
PC Portable LENOVO IdeaPad 3 15IIL05 i7 10è Gén 8Go 512Go SSD,En stock,81WE01DGFE,130.0,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-ideapad-3-15iil05-i7-10e-gen-8go-512go-ssd-20.jpg,LENOVO,2219000.0,2089000,https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15iil05-i7-10e-gen-8go-512go-ssd.html,FreeDos,8 Go,2 ans,15.6 Pouces,Intel Core i7,512Go SSD,Nvidia GeForce,Gris,MyTek
PC Portable HP 14s-dq5000nk i7 12è Gén 8Go 512Go SSD - Silver,Epuisé,6D861EA,380.0,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-hp-14s-dq5000nk-i7-12e-gen-8go-512go-ssd-silver-k.jpg,HP,2469000.0,2089000,https://www.mytek.tn/pc-portable-hp-14s-dq5000nk-i7-12e-gen-8go-512go-ssd-silver.html,Windows 11 Famille,8 Go,1 an,14 Pouces,Intel Core i7,512Go SSD,Graphique Intégrée,Silver,MyTek
PC Portable ASUS Vivobook 15 X1502ZA i7 12è Gén 16Go 512Go SSD - Bleu,En arrivage,X1502ZA-EJ007W-16G,nan,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-asus-vivobook-15-x1502za-i7-12e-gen-16go-512go-ssd-bleu-k.jpg,ASUS,nan,2095000,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1502za-i7-12e-gen-16go-512go-ssd-bleu.html,Windows 11 Famille,16 Go,2 ans,15.6 Pouces,Intel Core i7,512Go SSD,Graphique Intégrée,Bleu,MyTek
PC Portable ASUS Vivobook 15 X1502ZA i7 12è Gén 16Go 512Go SSD - Silver,Epuisé,X1502ZA-EJ767W-16G,nan,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-asus-vivobook-15-x1502za-i7-12e-gen-16go-512go-ssd-silver-k.jpg,ASUS,nan,2095000,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1502za-i7-12e-gen-16go-512go-ssd-silver.html,Windows 11 Famille,16 Go,2 ans,15.6 Pouces,Intel Core i7,512Go SSD,Graphique Intégrée,Silver,MyTek
PC Portable HP 14s-dq5000nk i7 12è Gén 12Go 512Go SSD - Silver,En arrivage,6D861EA-12G,60.0,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-hp-14s-dq5000nk-i7-12e-gen-12go-512go-ssd-silver-k.jpg,HP,2169000.0,2109000,https://www.mytek.tn/pc-portable-hp-14s-dq5000nk-i7-12e-gen-12go-512go-ssd-silver.html,Windows 11 Famille,12 Go,1 an,14 Pouces,Intel Core i7,512Go SSD,Graphique Intégrée,Silver,MyTek
PC Portable LENOVO ThinkBook 14 G2 ITL i5 11è Gén 16Go 1To - Gris,En stock,20VD00EAFE-16G,250.0,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-thinkbook-14-g2-itl-i5-11e-gen-16go-1to-gris-20.jpg,LENOVO,2369000.0,2119000,https://www.mytek.tn/pc-portable-lenovo-thinkbook-14-g2-itl-i5-11e-gen-16go-1to-gris.html,FreeDos,16 Go,1 an,14 Pouces,Intel Core i5,1 To HDD,Nvidia GeForce,Gris,MyTek
PC Portable LENOVO IdeaPad 3 15IIL05 i7 10è Gén 12Go 512Go SSD,En stock,81WE01DGFE-12G,130.0,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-ideapad-3-15iil05-i7-10e-gen-12go-512go-ssd-20.jpg,LENOVO,2255000.0,2125000,https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15iil05-i7-10e-gen-12go-512go-ssd.html,FreeDos,12 Go,2 ans,15.6 Pouces,Intel Core i7,512Go SSD,Nvidia GeForce,Gris,MyTek
PC Portable LENOVO IdeaPad 3 15IIL05 i7 10è Gén 12Go 512Go SSD - Bleu,En stock,81WE01DHFE-12G,116.0,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-ideapad-3-15iil05-i7-10e-gen-12go-512go-ssd-bleu-k.jpg,LENOVO,2245000.0,2129000,https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15iil05-i7-10e-gen-12go-512go-ssd-bleu.html,FreeDos,12 Go,2 ans,15.6 Pouces,Intel Core i7,512Go SSD,Nvidia GeForce,Bleu,MyTek
PC Portable HP 15s-fq5000nk i7 12è Gén 24Go 512Go SSD - Silver,En arrivage,6D6Y5EA-24G,nan,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-hp-15s-fq5000nk-i7-12e-gen-24go-512go-ssd-silver-k.jpg,HP,nan,2139000,https://www.mytek.tn/pc-portable-hp-15s-fq5000nk-i7-12e-gen-24go-512go-ssd-silver.html,Windows 11 Famille,24 Go,1 an,15.6 Pouces,Intel Core i7,512Go SSD,Graphique Intégrée,Silver,MyTek
Pc Portable DELL Vostro 3510 i5 11è Gén 12Go 512Go SSD - Noir,En arrivage,3510-I5-12G,nan,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-dell-vostro-3510-i5-11e-gen-12go-512go-ssd-noir-3510-i5-12g-20.jpg,DELL,nan,2149000,https://www.mytek.tn/pc-portable-dell-vostro-3510-i5-11e-gen-12go-512go-ssd-noir-3510-i5-12g.html,FreeDos,12 Go,1 an,15.6 Pouces,Intel Core i5,512Go SSD,Nvidia GeForce,Noir,MyTek
Pc Portable HP ProBook 450 G8 i5 11è Gén 8Go 256 Go SSD - Silver,En stock,32M78EA-8G,44.0,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-hp-probook-450-g8-i5-11e-gen-8go-256-go-ssd-silver-20_1.jpg,HP,2199000.0,2155000,https://www.mytek.tn/pc-portable-hp-probook-450-g8-i5-11e-gen-8go-256-go-ssd-silver.html,FreeDos,8 Go,1 an,15.6 Pouces,Intel Core i5,256 Go SSD,Graphique Intégrée,Silver,MyTek
PC Portable ASUS Vivobook 15 X1502ZA i7 12è Gén 24Go 512Go SSD - Bleu,En arrivage,X1502ZA-EJ007W-24G,nan,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-asus-vivobook-15-x1502za-i7-12e-gen-24go-512go-ssd-bleu-k.jpg,ASUS,nan,2159000,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1502za-i7-12e-gen-24go-512go-ssd-bleu.html,Windows 11 Famille,24 Go,2 ans,15.6 Pouces,Intel Core i7,512Go SSD,Graphique Intégrée,Bleu,MyTek
PC Portable ASUS Vivobook 15 X1502ZA i7 12è Gén 24Go 512Go SSD - Silver,En arrivage,X1502ZA-EJ767W-24G,nan,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-asus-vivobook-15-x1502za-i7-12e-gen-24go-512go-ssd-silver-k.jpg,ASUS,nan,2159000,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1502za-i7-12e-gen-24go-512go-ssd-silver.html,Windows 11 Famille,24 Go,2 ans,15.6 Pouces,Intel Core i7,512Go SSD,Graphique Intégrée,Silver,MyTek
PC Portable DELL Latitude 3520 i3 11è Gén 4Go 256Go SSD - Noir,En stock,3520-I3,nan,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc_portable_dell_latitude_3520_i3_11_g_n_4go_256go_ssd_-_noir-w.jpg,DELL,nan,2175000,https://www.mytek.tn/pc-portable-dell-latitude-3520-i3-11e-gen-4go-256go-ssd-noir.html,FreeDos,4 Go,1 an,15.6 Pouces,Intel Core i3,256 Go SSD,Graphique Intégrée,Noir,MyTek
PC Portable LENOVO ThinkBook 15 G4 IAP i5 12è Gén 8Go 512Go SSD - Gris,En stock,21DJ0041FE,50.0,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-thinkbook-15-g4-iap-i5-12e-gen-8go-512go-ssd-gris-20.jpg,LENOVO,2239000.0,2189000,https://www.mytek.tn/pc-portable-lenovo-thinkbook-15-g4-iap-i5-12e-gen-8go-512go-ssd-gris.html,FreeDos,8 Go,1 an,15.6 Pouces,Intel Core i5,512Go SSD,Nvidia GeForce,Gris,MyTek
PC Portable LENOVO IdeaPad 3 15ITL6 i7 11è Gén 8Go 512Go SSD - Gris,En arrivage,BU-82H8039SFG-W10P,34.0,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-ideapad-3-15itl6-i7-11e-gen-8g-512go-ssd-gris-20.jpg,LENOVO,2229000.0,2195000,https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15itl6-i7-11e-gen-8g-512go-ssd-gris.html,Windows 10 Pro,8 Go,1 an,15.6 Pouces,Intel Core i7,512Go SSD,Nvidia GeForce,Gris,MyTek
Pc Portable HP ProBook 450 G8 i5 11è Gén 12Go 256 Go SSD,En arrivage,32M78EA-12G,44.0,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-hp-probook-450-g8-i5-11e-gen-12go-256-go-ssd-20.jpg,HP,2239000.0,2195000,https://www.mytek.tn/pc-portable-hp-probook-450-g8-i5-11e-gen-12go-256-go-ssd.html,FreeDos,12 Go,1 an,15.6 Pouces,Intel Core i5,256 Go SSD,Graphique Intégrée,Silver,MyTek
PC Portable HP 15-fd0032nk i5 13è Gén 8Go 512Go SSD - Silver & Bleu,En arrivage,898J8EA,nan,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-hp-15-fd0032nk-i5-13e-gen-8go-512go-ssd-silver-bleu.jpg,HP,nan,2199000,https://www.mytek.tn/pc-portable-hp-15-fd0032nk-i5-13e-gen-8go-512go-ssd-silver-bleu.html,Windows 11 Famille,8 Go,1 an,15.6 Pouces,Intel Core i5,512Go SSD,Nvidia GeForce,Silver et Bleu,MyTek
PC Portable HP 15-fd0033nk i5 13è Gén 8Go 512Go SSD - Silver,En arrivage,898D7EA,nan,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-hp-15-fd0033nk-i5-13e-gen-8go-512go-ssd-silver.jpg,HP,nan,2199000,https://www.mytek.tn/pc-portable-hp-15-fd0033nk-i5-13e-gen-8go-512go-ssd-silver.html,Windows 11 Famille,8 Go,1 an,15.6 Pouces,Intel Core i5,512Go SSD,Nvidia GeForce,Silver,MyTek
PC Portable HP 15-fd0031nk i5 13è Gén 8Go 512Go SSD - Silver & Or Chaud,En arrivage,898D6EA,nan,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-hp-15-fd0031nk-i5-13e-gen-8go-512go-ssd-silver-or-chaud-6.jpg,HP,nan,2199000,https://www.mytek.tn/pc-portable-hp-15-fd0031nk-i5-13e-gen-8go-512go-ssd-silver-or-chaud.html,Windows 11 Famille,8 Go,1 an,15.6 Pouces,Intel Core i5,512Go SSD,Nvidia GeForce,Silver & Or chaud,MyTek
PC Portable HP 14s-dq2007nk i7 11è Gén 8Go 512Go SSD – Silver,Epuisé,600R3EA,nan,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-hp-14s-dq2007nk-i7-11e-gen-8go-512go-ssd-silver-k.jpg,HP,nan,2199000,https://www.mytek.tn/pc-portable-hp-14s-dq2007nk-i7-11e-gen-8go-512go-ssd-silver.html,Windows 11 Famille,8 Go,1 an,14 Pouces,Intel Core i7,512Go SSD,Graphique Intégrée,Silver,MyTek
PC Portable LENOVO IdeaPad 3 15IIL05 i7 10è Gén 20Go 512Go SSD - Gris,En stock,81WE01DGFE-20G,146.0,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-ideapad-3-15iil05-i7-10e-gen-20go-512go-ssd-20.jpg,LENOVO,2345000.0,2199000,https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15iil05-i7-10e-gen-20go-512go-ssd.html,FreeDos,20 Go,2 ans,15.6 Pouces,Intel Core i7,512Go SSD,Nvidia GeForce,Gris,MyTek
PC Portable LENOVO ThinkBook 14 G2 ITL i5 11è Gén 24Go 1To - Gris,En stock,20VD00EAFE-24G,250.0,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-thinkbook-14-g2-itl-i5-11e-gen-24go-1to-gris-20.jpg,LENOVO,2449000.0,2199000,https://www.mytek.tn/pc-portable-lenovo-thinkbook-14-g2-itl-i5-11e-gen-24go-1to-gris.html,FreeDos,24 Go,1 an,14 Pouces,Intel Core i5,1 To HDD,Nvidia GeForce,Gris,MyTek
PC Portable LENOVO ThinkBook 15 G2 ITL i5 11è Gén 24Go 1To - Gris,En stock,20VE00DWFE-24G,270.0,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-thinkbook-15-g2-itl-i5-11e-gen-24go-1to-gris-20.jpg,LENOVO,2469000.0,2199000,https://www.mytek.tn/pc-portable-lenovo-thinkbook-15-g2-itl-i5-11e-gen-24go-1to-gris.html,FreeDos,24 Go,1 an,15.6 Pouces,Intel Core i5,1 To HDD,Nvidia GeForce,Gris,MyTek
Pc Portable HP ProBook 470 G9 i5 12è Gén 8Go 256Go SSD - Silver,Epuisé,6Q866ES,nan,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-hp-probook-470-g9-i5-12e-gen-8go-256go-ssd-silver.jpg,HP,nan,2219000,https://www.mytek.tn/pc-portable-hp-probook-470-g9-i5-12e-gen-8go-256go-ssd-silver.html,FreeDos,8 Go,2 ans,17.3 Pouces,Intel Core i5,256 Go SSD,Graphique Intégrée,Silver,MyTek
Pc Portable DELL Vostro 3520 i7 12è Gén 8Go 512Go SSD - Silver,Epuisé,V3520-I7,156.0,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-dell-vostro-3520-i7-12e-gen-16go-512go-ssd-v3520-i7-k.jpg,DELL,2375000.0,2219000,https://www.mytek.tn/pc-portable-dell-vostro-3520-i7-12e-gen-16go-512go-ssd-v3520-i7.html,Windows 11 Famille,8 Go,1 an,15.6 Pouces,Intel Core i7,512Go SSD,Nvidia GeForce,Silver,MyTek
